frame_id,steering_angle
1479425499442845124_108,0.480893488245
1479425499442845124_109,0.480893488245
1479425499442845124_110,0.480893488245
1479425499442845124_111,0.480893488245
1479425499442845124_112,0.480893488245
1479425499442845124_113,0.480893488245
1479425499442845124_114,0.480893488245
1479425499442845124_115,0.480893488245
1479425499442845124_116,0.480893488245
1479425499442845124_117,0.480893488245
1479425499442845124_118,0.480893488245
1479425499442845124_119,0.480893488245
1479425499442845124_120,0.480893488245
1479425499442845124_121,0.480893488245
1479425499442845124_122,0.480893488245
1479425499442845124_123,0.480893488245
1479425499442845124_124,0.480893488245
1479425499442845124_125,0.480893488245
1479425499442845124_126,0.480893488245
1479425499442845124_127,0.480893488245
1479425499442845124_128,0.480893488245
1479425499442845124_129,0.480893488245
1479425499442845124_130,0.480893488245
1479425499442845124_131,0.480893488245
1479425499442845124_132,0.480893488245
1479425499442845124_133,0.480893488245
1479425499442845124_134,0.480893488245
1479425499442845124_135,0.480893488245
1479425499442845124_136,0.480893488245
1479425499442845124_137,0.480893488245
1479425499442845124_138,0.480893488245
1479425499442845124_139,0.480893488245
1479425499442845124_140,0.480893488245
1479425499442845124_141,0.480893488245
1479425499442845124_142,0.480893488245
1479425499442845124_143,0.480893488245
1479425499442845124_144,0.480893488245
1479425499442845124_145,0.480893488245
1479425499442845124_146,0.480893488245
1479425499442845124_147,0.480893488245
1479425499442845124_148,0.480893488245
1479425499442845124_149,0.480893488245
1479425499442845124_150,0.480893488245
1479425499442845124_151,0.480893488245
1479425499442845124_152,0.480893488245
1479425499442845124_153,0.480893488245
1479425499442845124_154,0.480893488245
1479425499442845124_155,0.480893488245
1479425499442845124_156,0.480893488245
1479425499442845124_157,0.480893488245
1479425499442845124_158,0.480893488245
1479425499442845124_159,0.480893488245
1479425499442845124_160,0.480893488245
1479425499442845124_161,0.480893488245
1479425499442845124_162,0.480893488245
1479425499442845124_163,0.480893488245
1479425499442845124_164,0.480893488245
1479425499442845124_165,0.480893488245
1479425499442845124_166,0.480893488245
1479425499442845124_167,0.480893488245
1479425499442845124_168,0.480893488245
1479425499442845124_169,0.480893488245
1479425499442845124_170,0.480893488245
1479425499442845124_171,0.480893488245
1479425499442845124_172,0.480893488245
1479425499442845124_173,0.480893488245
1479425499442845124_174,0.480893488245
1479425499442845124_175,0.480893488245
1479425499442845124_176,0.480893488245
1479425499442845124_177,0.480893488245
1479425499442845124_178,0.480893488245
1479425499442845124_179,0.480893488245
1479425499442845124_180,0.480893488245
1479425499442845124_181,0.480893488245
1479425499442845124_182,0.480893488245
1479425499442845124_183,0.480893488245
1479425499442845124_184,0.480893488245
