File name,cnn_covered_neurons,cnn_total_neurons ,lstm_covered_neurons,lstm_total_neurons,Predicted Steering Angle
1479425443933132143.jpg,107,1427,507,513,-0.04523231461644173
1479425443983182782.jpg,101,1427,507,513,-0.04399147629737854
1479425444033115695.jpg,102,1427,507,513,-0.03632748872041702
1479425444083198332.jpg,97,1427,508,513,-0.028505513444542885
1479425444133127546.jpg,126,1427,508,513,-0.023862507194280624
1479425444183146275.jpg,129,1427,508,513,-0.01926649920642376
1479425444233201168.jpg,131,1427,508,513,-0.018295390531420708
1479425444283138737.jpg,126,1427,508,513,-0.01976076327264309
1479425444333229360.jpg,119,1427,508,513,-0.021184634417295456
1479425444383185181.jpg,114,1427,508,513,-0.02361145056784153
1479425444434593057.jpg,116,1427,508,513,-0.024732355028390884
1479425444483190972.jpg,115,1427,508,513,-0.029005026444792747
1479425444533172421.jpg,117,1427,508,513,-0.03570583835244179
1479425444583259948.jpg,112,1427,508,513,-0.04334162920713425
1479425444633286162.jpg,126,1427,508,513,-0.05197172239422798
1479425444683294213.jpg,118,1427,508,513,-0.0609608069062233
1479425444733253036.jpg,113,1427,508,513,-0.06745200604200363
1479425444783291032.jpg,104,1427,508,513,-0.07263068109750748
1479425444833288592.jpg,108,1427,507,513,-0.0789446011185646
1479425444883283220.jpg,113,1427,507,513,-0.0823557898402214
1479425444933328937.jpg,101,1427,507,513,-0.08494871854782104
1479425444983260437.jpg,115,1427,507,513,-0.08325672149658203
1479425445033271766.jpg,111,1427,507,513,-0.08076472580432892
1479425445083281310.jpg,116,1427,507,513,-0.07802047580480576
1479425445133336475.jpg,112,1427,507,513,-0.07374574989080429
1479425445183328558.jpg,119,1427,507,513,-0.07154624164104462
1479425445233404698.jpg,139,1427,507,513,-0.07256872951984406
1479425445283448582.jpg,131,1427,508,513,-0.0747828483581543
1479425445333367499.jpg,127,1427,508,513,-0.08015736192464828
1479425445383326348.jpg,118,1427,507,513,-0.0871511697769165
1479425445433499090.jpg,122,1427,507,513,-0.0934387743473053
1479425445483382125.jpg,118,1427,507,513,-0.10053674131631851
1479425445533489877.jpg,122,1427,507,513,-0.10385102033615112
1479425445583437918.jpg,126,1427,507,513,-0.10627676546573639
1479425445633423016.jpg,135,1427,507,513,-0.1091385930776596
1479425445683329266.jpg,136,1427,507,513,-0.11002393066883087
1479425445733403939.jpg,130,1427,507,513,-0.11035998165607452
1479425445783307622.jpg,133,1427,507,513,-0.10677449405193329
1479425445833353168.jpg,131,1427,507,513,-0.10640738904476166
1479425445883484127.jpg,116,1427,507,513,-0.10470816493034363
1479425445933390665.jpg,101,1427,507,513,-0.1033310815691948
1479425445983503068.jpg,108,1427,507,513,-0.1015428975224495
1479425446033440044.jpg,111,1427,507,513,-0.10024645924568176
1479425446083426096.jpg,110,1427,507,513,-0.09998331218957901
1479425446133410346.jpg,144,1427,507,513,-0.09897854179143906
1479425446183468695.jpg,165,1427,507,513,-0.09634687751531601
1479425446233463132.jpg,146,1427,507,513,-0.09283760190010071
1479425446283447100.jpg,140,1427,507,513,-0.0916711762547493
1479425446333431175.jpg,138,1427,507,513,-0.08903525024652481
1479425446383424337.jpg,152,1427,507,513,-0.08794092386960983
1479425446433457370.jpg,141,1427,507,513,-0.08383127301931381
1479425446483371405.jpg,142,1427,507,513,-0.08036940544843674
1479425446533500137.jpg,137,1427,507,513,-0.07635719329118729
1479425446583477115.jpg,140,1427,507,513,-0.06865208595991135
1479425446633522506.jpg,136,1427,507,513,-0.06069794297218323
1479425446683589238.jpg,129,1427,506,513,-0.05363012105226517
1479425446733573761.jpg,131,1427,506,513,-0.048706505447626114
1479425446783611898.jpg,135,1427,506,513,-0.04513680934906006
1479425446833546046.jpg,144,1427,505,513,-0.040838804095983505
1479425446883533208.jpg,133,1427,505,513,-0.04096890985965729
1479425446933547800.jpg,132,1427,505,513,-0.037568192929029465
1479425446983608400.jpg,145,1427,505,513,-0.03344309329986572
1479425447033578750.jpg,169,1427,506,513,-0.02905566245317459
1479425447083596868.jpg,190,1427,507,513,-0.025332612916827202
1479425447133467484.jpg,194,1427,509,513,-0.02313421480357647
1479425447183549871.jpg,199,1427,509,513,-0.020136339589953423
1479425447233486454.jpg,184,1427,509,513,-0.017159555107355118
1479425447283725051.jpg,171,1427,510,513,-0.014362068846821785
1479425447333693598.jpg,174,1427,511,513,-0.011517931707203388
1479425447383620607.jpg,164,1427,511,513,-0.010369350202381611
1479425447433621760.jpg,167,1427,509,513,-0.012076517567038536
1479425447483674337.jpg,161,1427,509,513,-0.009085549041628838
1479425447533663020.jpg,163,1427,509,513,-0.00819655042141676
1479425447583646955.jpg,175,1427,508,513,-0.005340993870049715
1479425447633645468.jpg,168,1427,506,513,-0.005224181804805994
1479425447683675176.jpg,175,1427,506,513,-0.007129183504730463
1479425447733726775.jpg,172,1427,506,513,-0.008267286233603954
1479425447783780269.jpg,174,1427,506,513,-0.011404876597225666
1479425447833680291.jpg,168,1427,506,513,-0.010033314116299152
1479425447883694922.jpg,164,1427,506,513,-0.010179469361901283
1479425447933701813.jpg,165,1427,506,513,-0.008776250295341015
1479425447983829975.jpg,169,1427,506,513,-0.008925204165279865
1479425448033742629.jpg,182,1427,506,513,-0.008129910565912724
1479425448083725825.jpg,173,1427,506,513,-0.010352732613682747
1479425448133784412.jpg,176,1427,506,513,-0.012873731553554535
1479425448183782273.jpg,166,1427,506,513,-0.015045722015202045
1479425448233780330.jpg,163,1427,506,513,-0.017537027597427368
1479425448283749801.jpg,162,1427,506,513,-0.01894560642540455
1479425448333826064.jpg,196,1427,506,513,-0.01859491877257824
1479425448383792183.jpg,169,1427,506,513,-0.018105246126651764
1479425448433778649.jpg,179,1427,506,513,-0.017110764980316162
1479425448483793143.jpg,182,1427,506,513,-0.015695562586188316
1479425448533885890.jpg,178,1427,506,513,-0.013979525305330753
1479425448583862227.jpg,186,1427,506,513,-0.0076043433509767056
1479425448633847925.jpg,166,1427,506,513,-0.003315720008686185
1479425448683822662.jpg,194,1427,506,513,-0.0028718016110360622
1479425448733882312.jpg,190,1427,506,513,-0.0023684161715209484
1479425448783845387.jpg,188,1427,506,513,-0.0074122995138168335
1479425448833950015.jpg,163,1427,506,513,-0.013965687714517117
1479425448883924440.jpg,167,1427,506,513,-0.020152553915977478
1479425448933879663.jpg,176,1427,506,513,-0.02704685926437378
1479425448983876216.jpg,159,1427,506,513,-0.030702095478773117
1479425449034016614.jpg,173,1427,507,513,-0.02837526798248291
1479425449083989539.jpg,179,1427,508,513,-0.02636832185089588
1479425449134003281.jpg,185,1427,507,513,-0.024219945073127747
1479425449183978806.jpg,211,1427,508,513,-0.02156657911837101
1479425449233996144.jpg,240,1427,509,513,-0.015327736735343933
1479425449283962329.jpg,274,1427,509,513,-0.011483903974294662
1479425449333971165.jpg,355,1427,509,513,-0.005823944229632616
1479425449383983954.jpg,348,1427,505,513,-0.0042430078610777855
1479425449434025534.jpg,350,1427,501,513,-0.00299608102068305
1479425449483987552.jpg,319,1427,501,513,-0.0009338705567643046
1479425449534040093.jpg,300,1427,502,513,0.0018226501997560263
1479425449584053959.jpg,291,1427,502,513,0.006939470302313566
1479425449634016171.jpg,252,1427,502,513,0.011035093106329441
1479425449684123260.jpg,281,1427,502,513,0.012266363948583603
1479425449734027001.jpg,278,1427,502,513,0.013701316900551319
1479425449784082050.jpg,271,1427,502,513,0.014273292385041714
1479425449834134569.jpg,301,1427,502,513,0.012267292477190495
1479425449884087282.jpg,234,1427,502,513,0.012100793421268463
1479425449934088214.jpg,266,1427,502,513,0.012489445507526398
1479425449984134982.jpg,290,1427,502,513,0.013496591709554195
1479425450034140940.jpg,281,1427,502,513,0.014972145669162273
1479425450084078501.jpg,302,1427,503,513,0.01604844443500042
1479425450134193600.jpg,278,1427,504,513,0.01583358459174633
1479425450184172865.jpg,270,1427,494,513,0.016749586910009384
1479425450234144378.jpg,262,1427,503,513,0.01886838674545288
1479425450284149775.jpg,291,1427,11,513,0.02023749239742756
1479425450334262000.jpg,367,1427,10,513,0.022473689168691635
1479425450384178750.jpg,236,1427,11,513,0.022991729900240898
1479425450434161961.jpg,197,1427,499,513,0.02292337827384472
1479425450484147791.jpg,199,1427,504,513,0.023021278902888298
1479425450534184818.jpg,186,1427,505,513,0.024281669408082962
1479425450584162450.jpg,177,1427,505,513,0.027535617351531982
1479425450634258305.jpg,178,1427,505,513,0.03045862540602684
1479425450684227110.jpg,177,1427,505,513,0.03284170851111412
1479425450734209984.jpg,182,1427,505,513,0.03311479836702347
1479425450784248908.jpg,195,1427,505,513,0.03219056874513626
1479425450834260421.jpg,204,1427,505,513,0.031609151512384415
1479425450884230583.jpg,217,1427,505,513,0.031242994591593742
1479425450934345661.jpg,239,1427,505,513,0.03058980405330658
1479425450984309065.jpg,245,1427,505,513,0.03115435130894184
1479425451034286630.jpg,207,1427,506,513,0.032857101410627365
1479425451084317905.jpg,210,1427,506,513,0.0382181778550148
1479425451134304083.jpg,212,1427,506,513,0.044332798570394516
1479425451184289528.jpg,215,1427,509,513,0.04674595966935158
1479425451234414501.jpg,230,1427,511,513,0.05024578794836998
1479425451284350407.jpg,273,1427,512,513,0.05051291361451149
1479425451334284259.jpg,238,1427,512,513,0.047586020082235336
1479425451384384161.jpg,251,1427,512,513,0.04160516336560249
1479425451434326964.jpg,233,1427,512,513,0.038169246166944504
1479425451484368953.jpg,245,1427,512,513,0.035110920667648315
1479425451534399242.jpg,254,1427,512,513,0.03093714267015457
1479425451584434387.jpg,228,1427,512,513,0.03326840698719025
1479425451634350263.jpg,247,1427,512,513,0.03424680605530739
1479425451684382956.jpg,230,1427,512,513,0.03686770796775818
1479425451734356975.jpg,241,1427,512,513,0.04037528857588768
1479425451784399230.jpg,235,1427,512,513,0.047861699014902115
1479425451834383177.jpg,233,1427,512,513,0.05451755225658417
1479425451884425416.jpg,266,1427,512,513,0.06373798102140427
1479425451934441674.jpg,243,1427,511,513,0.07332615554332733
1479425451984403693.jpg,247,1427,511,513,0.08039376139640808
1479425452034457721.jpg,271,1427,511,513,0.08982563763856888
1479425452084417312.jpg,251,1427,511,513,0.09755996614694595
1479425452134520843.jpg,257,1427,512,513,0.10616417229175568
1479425452184466002.jpg,282,1427,511,513,0.11268069595098495
1479425452234335175.jpg,283,1427,511,513,0.11950147151947021
1479425452284375611.jpg,225,1427,511,513,0.1206318661570549
1479425452334564662.jpg,270,1427,511,513,0.12029549479484558
1479425452384627152.jpg,259,1427,511,513,0.12436575442552567
1479425452434545378.jpg,260,1427,511,513,0.12942829728126526
1479425452484609213.jpg,254,1427,511,513,0.12916460633277893
1479425452534553900.jpg,228,1427,511,513,0.12477374821901321
1479425452584569515.jpg,231,1427,511,513,0.12131314724683762
1479425452634553611.jpg,245,1427,511,513,0.12760289013385773
1479425452684562980.jpg,284,1427,511,513,0.14055724442005157
1479425452734636836.jpg,257,1427,511,513,0.13867509365081787
1479425452784608361.jpg,284,1427,511,513,0.13944579660892487
1479425452834609980.jpg,259,1427,511,513,0.1374528408050537
1479425452884611953.jpg,249,1427,511,513,0.12886030972003937
1479425452934601849.jpg,263,1427,511,513,0.12939395010471344
1479425452984630588.jpg,265,1427,511,513,0.12492865324020386
1479425453034674381.jpg,306,1427,511,513,0.11766614764928818
1479425453084683167.jpg,307,1427,511,513,0.11406855285167694
1479425453134711461.jpg,290,1427,511,513,0.11891511082649231
1479425453184665706.jpg,270,1427,510,513,0.13823267817497253
1479425453234723205.jpg,304,1427,510,513,0.15048159658908844
1479425453284690109.jpg,282,1427,510,513,0.1674017757177353
1479425453334712197.jpg,275,1427,510,513,0.17736142873764038
1479425453384695179.jpg,257,1427,510,513,0.1804739385843277
1479425453434771997.jpg,277,1427,510,513,0.17505130171775818
1479425453484719139.jpg,240,1427,510,513,0.15564805269241333
1479425453534887926.jpg,235,1427,510,513,0.13964098691940308
1479425453584746259.jpg,226,1427,510,513,0.12818539142608643
1479425453634743110.jpg,230,1427,510,513,0.11538632959127426
1479425453684792122.jpg,244,1427,510,513,0.10580451041460037
1479425453734799602.jpg,221,1427,510,513,0.09637211263179779
1479425453784765115.jpg,231,1427,510,513,0.09390582144260406
1479425453834837075.jpg,214,1427,510,513,0.08814078569412231
1479425453884781104.jpg,267,1427,510,513,0.08276966214179993
1479425453934842652.jpg,239,1427,510,513,0.07819167524576187
1479425453984831513.jpg,256,1427,510,513,0.0744938999414444
1479425454034831660.jpg,252,1427,510,513,0.07253970205783844
1479425454084836219.jpg,268,1427,510,513,0.0714072436094284
1479425454134878742.jpg,274,1427,510,513,0.07348238676786423
1479425454184883542.jpg,266,1427,510,513,0.08441052585840225
1479425454234889377.jpg,262,1427,510,513,0.08190708607435226
1479425454284867819.jpg,249,1427,510,513,0.07616253942251205
1479425454334887035.jpg,259,1427,510,513,0.07195362448692322
1479425454384960133.jpg,284,1427,510,513,0.07416131347417831
1479425454434866999.jpg,305,1427,510,513,0.07980123162269592
1479425454484877099.jpg,278,1427,510,513,0.08934397995471954
1479425454534965755.jpg,256,1427,510,513,0.09277064353227615
1479425454584960425.jpg,237,1427,510,513,0.09400417655706406
1479425454634985147.jpg,264,1427,510,513,0.09137899428606033
1479425454684962544.jpg,263,1427,510,513,0.08963878452777863
1479425454734974049.jpg,245,1427,510,513,0.08438690751791
1479425454784969623.jpg,224,1427,510,513,0.08632348477840424
1479425454834992068.jpg,222,1427,510,513,0.08384273201227188
1479425454885024662.jpg,238,1427,510,513,0.08579244464635849
1479425454935000744.jpg,246,1427,510,513,0.07611145079135895
1479425454985024030.jpg,259,1427,510,513,0.06789505481719971
1479425455034974159.jpg,234,1427,510,513,0.05707334727048874
1479425455084988816.jpg,223,1427,510,513,0.04649428278207779
1479425455135196249.jpg,249,1427,510,513,0.03727179020643234
1479425455185043601.jpg,235,1427,510,513,0.0325426422059536
1479425455235022567.jpg,227,1427,510,513,0.02775302529335022
1479425455285050614.jpg,198,1427,510,513,0.0267947930842638
1479425455335094080.jpg,201,1427,510,513,0.030273033306002617
1479425455385076496.jpg,206,1427,510,513,0.027839435264468193
1479425455435061538.jpg,185,1427,510,513,0.025889690965414047
1479425455485082736.jpg,190,1427,510,513,0.017232229933142662
1479425455535127618.jpg,196,1427,510,513,0.014246893115341663
1479425455585094908.jpg,236,1427,510,513,0.011499960906803608
1479425455635124585.jpg,206,1427,510,513,0.01040537841618061
1479425455685131513.jpg,197,1427,510,513,0.008196571841835976
1479425455735105758.jpg,209,1427,510,513,0.007609964814037085
1479425455785133934.jpg,224,1427,510,513,0.002134582493454218
1479425455835194894.jpg,206,1427,510,513,-0.0011583492159843445
1479425455885189938.jpg,200,1427,510,513,-0.0037524281069636345
1479425455935224714.jpg,214,1427,510,513,-0.0021384337451308966
1479425455985211822.jpg,196,1427,510,513,0.0011259783059358597
1479425456035194304.jpg,143,1427,510,513,0.005622149910777807
1479425456085192347.jpg,127,1427,510,513,0.01027009543031454
1479425456135205196.jpg,120,1427,510,513,0.012237361632287502
1479425456185239597.jpg,133,1427,510,513,0.016466841101646423
1479425456235223757.jpg,140,1427,510,513,0.021267907693982124
1479425456285289737.jpg,160,1427,510,513,0.02738032676279545
1479425456335235126.jpg,135,1427,510,513,0.031881626695394516
1479425456385302974.jpg,145,1427,510,513,0.03006567247211933
1479425456435270061.jpg,163,1427,510,513,0.02718987874686718
1479425456485283777.jpg,178,1427,510,513,0.020929807797074318
1479425456535173529.jpg,173,1427,510,513,0.01446541491895914
1479425456585276789.jpg,167,1427,510,513,0.011763691902160645
1479425456635797438.jpg,159,1427,510,513,0.01222662627696991
1479425456685307525.jpg,158,1427,510,513,0.008733212016522884
1479425456735295991.jpg,122,1427,510,513,-8.933206845540553e-05
1479425456785300349.jpg,95,1427,510,513,-0.005687529221177101
1479425456835252850.jpg,78,1427,510,513,-0.01062043197453022
1479425456885298305.jpg,72,1427,510,513,-0.01669938676059246
1479425456935439781.jpg,69,1427,510,513,-0.021583126857876778
1479425456985195670.jpg,75,1427,510,513,-0.020819371566176414
1479425457035293970.jpg,81,1427,510,513,-0.02410079538822174
1479425457085310967.jpg,80,1427,510,513,-0.020775839686393738
1479425457135319871.jpg,85,1427,510,513,-0.013840528205037117
1479425457185327174.jpg,80,1427,510,513,-0.012148158624768257
1479425457235454552.jpg,78,1427,510,513,-0.00616424297913909
1479425457285396179.jpg,82,1427,510,513,-0.0032410789281129837
1479425457335680191.jpg,108,1427,510,513,-0.002843573223799467
1479425457385403889.jpg,107,1427,510,513,0.004336334764957428
1479425457435365862.jpg,155,1427,510,513,0.006999325007200241
1479425457485440946.jpg,144,1427,510,513,0.010026535950601101
1479425457535450517.jpg,139,1427,510,513,0.01634093187749386
1479425457585440122.jpg,153,1427,510,513,0.023108569905161858
1479425457635453799.jpg,123,1427,510,513,0.033471137285232544
1479425457685490309.jpg,105,1427,510,513,0.04149741306900978
1479425457735463426.jpg,102,1427,510,513,0.05115216225385666
1479425457785461222.jpg,102,1427,511,513,0.05571209639310837
1479425457835461298.jpg,107,1427,511,513,0.05551663041114807
1479425457885465463.jpg,96,1427,511,513,0.0552687831223011
1479425457935443994.jpg,84,1427,511,513,0.05321836471557617
1479425457985574404.jpg,101,1427,511,513,0.049285802990198135
1479425458035516248.jpg,78,1427,511,513,0.04495767876505852
1479425458085493111.jpg,77,1427,509,513,0.03927626088261604
1479425458136360647.jpg,76,1427,507,513,0.04082299396395683
1479425458185513500.jpg,79,1427,507,513,0.04819674417376518
1479425458235501711.jpg,68,1427,510,513,0.05553619563579559
1479425458285570854.jpg,63,1427,510,513,0.06528567522764206
1479425458335571469.jpg,92,1427,510,513,0.07691816985607147
1479425458385563406.jpg,98,1427,511,513,0.08700485527515411
1479425458435515237.jpg,97,1427,511,513,0.09552697837352753
1479425458485591816.jpg,82,1427,511,513,0.10689639300107956
1479425458535558462.jpg,101,1427,511,513,0.11491550505161285
1479425458585637408.jpg,100,1427,511,513,0.12443876266479492
1479425458635623430.jpg,98,1427,511,513,0.13609269261360168
1479425458685606031.jpg,99,1427,511,513,0.14099493622779846
1479425458735633876.jpg,101,1427,511,513,0.14794141054153442
1479425458785721635.jpg,115,1427,511,513,0.15629731118679047
1479425458835615526.jpg,125,1427,511,513,0.16411443054676056
1479425458885675290.jpg,124,1427,511,513,0.17324624955654144
1479425458935565509.jpg,125,1427,511,513,0.18590904772281647
1479425458985707633.jpg,126,1427,511,513,0.19869749248027802
1479425459035786213.jpg,116,1427,511,513,0.20744670927524567
1479425459085797381.jpg,111,1427,511,513,0.22058892250061035
1479425459135788300.jpg,120,1427,511,513,0.22961953282356262
1479425459185786240.jpg,103,1427,510,513,0.2347339540719986
1479425459235825132.jpg,97,1427,510,513,0.2387450933456421
1479425459285815544.jpg,98,1427,510,513,0.23796352744102478
1479425459335818316.jpg,110,1427,510,513,0.2394251823425293
1479425459385787916.jpg,109,1427,510,513,0.24119427800178528
1479425459435785050.jpg,103,1427,510,513,0.2453405112028122
1479425459485754631.jpg,105,1427,510,513,0.24800986051559448
1479425459535766306.jpg,102,1427,510,513,0.2542468011379242
1479425459585771912.jpg,116,1427,510,513,0.2630961537361145
1479425459636465071.jpg,110,1427,510,513,0.2713541090488434
1479425459685848966.jpg,113,1427,510,513,0.27792245149612427
1479425459735915311.jpg,119,1427,509,513,0.2839389741420746
1479425459786004828.jpg,116,1427,509,513,0.2898270785808563
1479425459835837416.jpg,118,1427,509,513,0.2935163676738739
1479425459885872479.jpg,123,1427,508,513,0.29779180884361267
1479425459935836098.jpg,124,1427,508,513,0.30158135294914246
1479425459985895144.jpg,131,1427,508,513,0.30527380108833313
1479425460035898639.jpg,125,1427,508,513,0.3133133351802826
1479425460085913121.jpg,130,1427,508,513,0.3194921314716339
1479425460135915916.jpg,135,1427,508,513,0.3272436857223511
1479425460185897187.jpg,138,1427,508,513,0.3338695168495178
1479425460235891152.jpg,136,1427,508,513,0.34121882915496826
1479425460285874473.jpg,132,1427,508,513,0.346699595451355
1479425460335911555.jpg,127,1427,508,513,0.3518799841403961
1479425460385924823.jpg,129,1427,508,513,0.35534071922302246
1479425460435939785.jpg,127,1427,508,513,0.358907550573349
1479425460485916173.jpg,127,1427,508,513,0.3606261909008026
1479425460535995187.jpg,128,1427,508,513,0.3626040518283844
1479425460585919323.jpg,125,1427,508,513,0.362041711807251
1479425460636021329.jpg,123,1427,508,513,0.3617248237133026
1479425460686012382.jpg,130,1427,507,513,0.3619992733001709
1479425460735978366.jpg,125,1427,507,513,0.3605462312698364
1479425460786022659.jpg,133,1427,507,513,0.3577699661254883
1479425460836126575.jpg,116,1427,507,513,0.35284730792045593
1479425460886062982.jpg,109,1427,507,513,0.34689146280288696
1479425460936039201.jpg,102,1427,507,513,0.34275102615356445
1479425460986067216.jpg,107,1427,507,513,0.33726629614830017
1479425461036044239.jpg,116,1427,507,513,0.3379003703594208
1479425461086025165.jpg,118,1427,507,513,0.3395363688468933
1479425461136092742.jpg,110,1427,507,513,0.34425029158592224
1479425461186041375.jpg,130,1427,507,513,0.34838247299194336
1479425461236058072.jpg,131,1427,507,513,0.3518054485321045
1479425461286099435.jpg,137,1427,507,513,0.352706640958786
1479425461336139116.jpg,122,1427,507,513,0.3526360094547272
1479425461386151397.jpg,123,1427,507,513,0.35004714131355286
1479425461436092381.jpg,119,1427,506,513,0.3464321196079254
1479425461486115901.jpg,125,1427,506,513,0.34171172976493835
1479425461536098853.jpg,122,1427,506,513,0.33833006024360657
1479425461586114145.jpg,118,1427,506,513,0.3354015648365021
1479425461636214238.jpg,117,1427,506,513,0.3341675400733948
1479425461686225785.jpg,117,1427,506,513,0.3347635269165039
1479425461736150276.jpg,118,1427,506,513,0.3341881036758423
1479425461786111572.jpg,112,1427,506,513,0.3335025906562805
1479425461836053567.jpg,114,1427,506,513,0.33150938153266907
1479425461886149455.jpg,121,1427,506,513,0.33007287979125977
1479425461936239444.jpg,140,1427,506,513,0.3281262218952179
1479425461986247230.jpg,124,1427,506,513,0.3219003677368164
1479425462036292389.jpg,123,1427,506,513,0.3152540326118469
1479425462086339659.jpg,113,1427,506,513,0.3049507737159729
1479425462136375243.jpg,115,1427,506,513,0.29661157727241516
1479425462186258632.jpg,109,1427,506,513,0.28700584173202515
1479425462236287595.jpg,107,1427,506,513,0.2752516567707062
1479425462286259544.jpg,111,1427,506,513,0.2635776698589325
1479425462336263555.jpg,120,1427,506,513,0.2509285807609558
1479425462386336544.jpg,134,1427,506,513,0.23751960694789886
1479425462436366156.jpg,139,1427,506,513,0.22590821981430054
1479425462486333565.jpg,149,1427,506,513,0.21208572387695312
1479425462536357592.jpg,151,1427,506,513,0.20071639120578766
1479425462586437466.jpg,154,1427,506,513,0.19288723170757294
1479425462636389990.jpg,130,1427,506,513,0.18462951481342316
1479425462686412613.jpg,147,1427,506,513,0.176735520362854
1479425462736443337.jpg,153,1427,506,513,0.16953814029693604
1479425462786339435.jpg,148,1427,506,513,0.16368252038955688
1479425462836441371.jpg,145,1427,506,513,0.15788666903972626
1479425462886374748.jpg,185,1427,506,513,0.14840008318424225
1479425462936411672.jpg,151,1427,506,513,0.14132161438465118
1479425462986389593.jpg,156,1427,506,513,0.1348883956670761
1479425463036419577.jpg,148,1427,506,513,0.12644745409488678
1479425463086398960.jpg,137,1427,506,513,0.1189175620675087
1479425463136517686.jpg,145,1427,506,513,0.11120367795228958
1479425463186442372.jpg,142,1427,506,513,0.10544276982545853
1479425463236508913.jpg,147,1427,506,513,0.1013011708855629
1479425463286463571.jpg,146,1427,506,513,0.0961197167634964
1479425463336416846.jpg,143,1427,506,513,0.0895809680223465
1479425463386544935.jpg,151,1427,506,513,0.0825069323182106
1479425463436580362.jpg,144,1427,506,513,0.07824169844388962
1479425463486542942.jpg,156,1427,506,513,0.07222691923379898
1479425463536555320.jpg,156,1427,506,513,0.0662226751446724
1479425463586548994.jpg,164,1427,506,513,0.05843805894255638
1479425463636538475.jpg,158,1427,506,513,0.051871102303266525
1479425463686540439.jpg,163,1427,506,513,0.045933082699775696
1479425463736563501.jpg,158,1427,506,513,0.04014118015766144
1479425463786541648.jpg,162,1427,506,513,0.0362345390021801
1479425463836571234.jpg,166,1427,506,513,0.03368751332163811
1479425463886551352.jpg,167,1427,506,513,0.03626929223537445
1479425463936636948.jpg,153,1427,506,513,0.040612563490867615
1479425463986676844.jpg,156,1427,506,513,0.044396303594112396
